1913,3,8/15/1913,19,"Local Government (Adjustments) Act, 1913 c. 19",An Act to extend and amend the Law relating to the Adjustment of Financial Relations between Local Government Areas on the Alteration of the Boundaries thereof or other change in relation to which the adjustment takes place,20,2001
1913,3,8/15/1913,20,Bankruptcy (Scotland) Act 1913 c.20,An Act to consolidate and amend the Laws relating to Bankruptcy in Scotland,15,1507
1913,3,8/15/1913,21,Appellate Jurisdiction Act 1913 c. 21,"An Act to make further provision with respect to the number and duties of Lords of Appeal in Ordinary, and with respect to the constitution of the Court of Appeal and the Judicial Committee of the Privy Council",12,1204
1913,3,8/15/1913,22,"Public Works Loans Act, 1913 c. 22","An Act to grant Money for the purpose of certain Local Loans out of the Local Loans Fund, and for other purposes relating to Local Loans",10,1010
1913,3,8/15/1913,23,"Public Health (Prevention and Treatment of Disease) Act, 1913 c. 23",An Act to amend the Law relating to Public Health as respects the Prevention and Treatment of Disease,3,331
1913,3,8/15/1913,24,Telegraph (Money) Act 1913 c. 24,"An Act to provide for raising further Money for the purpose of the Telegraph Acts, 1863 to 1911",17,1706
1913,3,8/15/1913,25,Companies Act 1913 c. 25,"An Act to amend the provisions of the Companies (Consolidation) Act, 1908, with respect to private Companies",15,1500
1913,3,8/15/1913,26,Highlands and Islands (Medical Service) Grant Act 1913 c.26,"An Act to provide a Special Grant for the purpose of improving Medical Service in the Highlands and Islands of Scotland, and for other purposes connected therewith",3,301
1913,3,8/15/1913,27,Forgery Act 1913 c. 27,"An Act to consolidate, simplify, and amend the Law relating to Forgery and kindred Offences",12,1202
1913,3,8/15/1913,28,"Mental Deficiency Act, 1913 c. 28",An Act to make further and better provision for the care of Feeble-minded and other Mentally Defective Persons and to amend the Lunacy Acts,3,333
1913,3,8/15/1913,29,Intermediate Education (Ireland) Act 1913 c. 29,An Act to amend the Law relating to Intermediate Education in Ireland,6,602
1913,3,8/15/1913,30,"Finance Act, 1913 c. 30","An Act to continue the Duty of Customs on Tea, and to re-impose Income Tax (including super-tax), and to apply with respect to Income Tax (including super-tax) and the annual value of property the like provisions as were applied in the last preceding year",1,107
